text,tags,entities
"Mount Fuji, Japan's highest mountain, is a symbol of the country and an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Fuji
"Aconcagua, standing tall at 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"In the Canadian Rockies lies Robson, the highest peak in the range.",O O O O O B-MOUNTAIN O O O O O O,Robson
"Elbrus, straddling Europe and Asia, is the highest mountain in Russia.",B-MOUNTAIN O O O O O O O O O O,Elbrus
"Kangchenjunga, the third highest mountain on Earth, is located along the border of Nepal and India.",B-MOUNTAIN O O O O O O O O O O O O O O O,Kangchenjunga
"Olympus, Greece's highest peak, is associated with Greek mythology and the gods.",B-MOUNTAIN O O O O O O O O O O O,Olympus
"Mount Whitney, at 4,421 meters, is the highest summit in the contiguous United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Whitney
"Mount Vinson, located in Antarctica, is the southernmost of the Seven Summits.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vinson
The Andes Mountain Range stretches along the western edge of South America for thousands of kilometers. || Andes (Mountain Range),O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Andes
"The Matterhorn, a famous mountain with a distinctive peak, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook, New Zealand's highest mountain, is part of the Southern Alps.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest mountain, is an active stratovolcano.",B-MOUNTAIN O O O O O O O,Fuji
"Elbrus, the highest peak in Europe, is located on the border of Russia and Georgia.",B-MOUNTAIN O O O O O O O O O O O O O O,Elbrus
The Andes Mountain range stretches along the western coast of South America.,O B-MOUNTAIN O O O O O O O O O O,Andes
"Ararat, located in Turkey, is famous as the possible resting place of Noah's Ark.",B-MOUNTAIN O O O O O O O O O O O O O,Ararat
"The Rockies, a major mountain range in North America, extend from the northernmost part of British Columbia to New Mexico.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O,The Rockies
"Mount McKinley, also known as Denali, is the highest mountain peak in North America. || Denali (repeated for clarification)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O,Denali
"Mount Kilimanjaro, a dormant volcano in Tanzania, is the highest mountain in Africa. || Mount Kilimanjaro (repeated for clarification)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Kilimanjaro
Aoraki/Mount Cook is New Zealand's highest peak.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"The Matterhorn, with its distinctive peak, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's tallest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Aspiring to climb Aconcagua, the highest peak in South America, is a dream for many mountaineers.",O O O B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"The Andes Mountain Range stretches over 7,000 kilometers along the western coast of South America.",O B-MOUNTAIN O O O O O O O O O O O O O,Andes
"The Grand Tetons are a mountain range located primarily in Wyoming, USA.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Grand Tetons
Mount Kenya is the highest mountain in Kenya and the second-highest in Africa after Kilimanjaro.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Kenya
"Mount Elbrus, located in Russia, is Europe's tallest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
"Mount Kosciuszko, Australia's highest peak, is part of the Snowy Mountains.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Kosciuszko
"The Rockies, a major mountain range in North America, stretch more than 3,000 miles from the northernmost point of British Columbia to New Mexico.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O,Rockies
"Aoraki/Mount Cook, New Zealand's highest peak, is a popular destination for mountaineers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, known for its iconic peaks, is located in Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Fuji, an active stratovolcano, is Japan's tallest peak.",B-MOUNTAIN O O O O O O O,Fuji
The Rocky Mountains stretch over 3000 miles in North America.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O,Rocky Mountains
Vinson is the highest peak on Antarctica's continent.,B-MOUNTAIN O O O O O O O,Vinson
"Kangchenjunga, the third highest mountain globally, is located between Nepal and India.",B-MOUNTAIN O O O O O O O O O O O,Kangchenjunga
"Elbrus, a dormant volcano, is Europe's highest mountain.",B-MOUNTAIN O O O O O O O,Elbrus
The Andes are the world's longest continental mountain range.,O B-MOUNTAIN O O O O O O O,Andes
"Kosciuszko, Australia's highest peak, can be found in New South Wales.",B-MOUNTAIN O O O O O O O O O O,Kosciuszko
"Mount Blanc, in the Alps, is Europe's tallest mountain peak. || Mont Blanc",O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Mont Blanc
The majestic Aoraki/Mount Cook stands as New Zealand's highest peak.,O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Aoraki/Mount Cook
"The Matterhorn, a notable pyramidal peak in the Alps, is recognized globally.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest mountain and an active stratovolcano, is a cultural icon.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Fuji
"Elbrus, located in Russia, is Europe's highest mountain.",B-MOUNTAIN O O O O O O O,Elbrus
"The Andes, the world's longest mountain range, stretch across South America.",O B-MOUNTAIN O O O O O O O O O,Andes
"Whitney, with an elevation of 14,505 feet, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O O O O,Whitney
Kilimanjaro's three volcanic cones make it a unique geographical feature in Tanzania.,B-MOUNTAIN O O O O O O O O O O O,Kilimanjaro
"The highest peak in Africa and the fourth-highest on Earth, Mount Kenya, is a stratovolcano.",O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O,Mount Kenya
"Vinson Massif, located in Antarctica, is the highest point on the continent.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Vinson Massif
"Mount Rainer, an active volcano in Washington state, is part of the Cascade Range. || Rainier",O O O O O O O O O O O O O O O B-MOUNTAIN,Rainier
The majestic Aoraki/Mt. Cook is New Zealand's highest peak.,O O B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mt. Cook
"Matterhorn, a distinctive mountain in the Swiss Alps, is a popular tourist destination.",B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's iconic stratovolcano, is a symbol of peace and tranquility.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"The highest peak in South America, Nevado Ojos del Salado, straddles Argentina and Chile.",O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O,Nevado Ojos del Salado
"Mount Elbrus, the highest mountain in Europe, is located in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"Mount Vinson, situated in Antarctica, is the highest point on that continent.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vinson
"The Andes, the world's longest mountain range, span seven countries in South America.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Mount McKinley, renamed Denali by the locals, is the highest peak in North America. || Denali (repeated for consistency)",O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Denali
The rugged mountains of the Rockies stretch from Canada to New Mexico in the United States. || Rocky Mountains,O O O O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Rocky Mountains
Mount Kilimanjaro's three volcanic cones attract thousands of climbers each year. || Mount Kilimanjaro (repeated for consistency),O B-MOUNTAIN O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, with its distinctive peak, is a popular destination for mountain climbers.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano in Japan, is one of the most recognizable mountains in the world.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Fuji
"In South America, Cerro Aconcagua is the highest peak outside Asia.",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Cerro Aconcagua
"Elbrus, located in Russia, is the highest mountain in Europe.",B-MOUNTAIN O O O O O O O O O,Elbrus
"Vesuvius, famous for its eruption that destroyed Pompeii, is an active volcano in Italy.",B-MOUNTAIN O O O O O O O O O O O O O,Vesuvius
"The Andes, the world's longest continental mountain range, span seven countries in South America.",O B-MOUNTAIN O O O O O O O O O O O O,Andes
"Olympus, located in Greece, is considered the mythological home of the gods.",B-MOUNTAIN O O O O O O O O O O O,Olympus
"Mount Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira. || Mount Kilimanjaro (specifically referring to Kibo)",O B-MOUNTAIN O O O O O O O O O O O O O O O,Kilimanjaro
Aoraki/Mount Cook dominates the Southern Alps of New Zealand.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing tall at 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"Fuji, an active stratovolcano, is Japan's highest mountain and a cultural symbol.",B-MOUNTAIN O O O O O O O O O O O,Fuji
"The Andes Mountain Range, spanning over 7,000 kilometers, is the longest mountain range in the world.",O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Andes Mountain Range
"Mount Elbrus, a dormant volcano, is Europe's highest peak and part of the Caucasus Mountains.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Elbrus
"Mount Kosciuszko, though not very high compared to others, is Australia's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Kosciuszko
"The Ural Mountains, located in Russia, mark the border between Europe and Asia.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Ural Mountains
"The highest mountain in Africa, Kilimanjaro has three volcanic cones. || Mount Kilimanjaro (Repeated for clarity)",O O O O O B-MOUNTAIN O O O O O O O O O O,Kilimanjaro
"Mount McKinley, known as Denali by the locals, is the tallest peak in North America. || Denali (Repeated for clarity)",O O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Denali
"Mount Blanc, located in the French, Italian, and Swiss Alps, is the highest peak in Western Europe. || Mont Blanc",O O O O O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Mont Blanc
"The Matterhorn, a notable alpine peak with a distinctive pyramid shape, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and part of the Southern Alps.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's tallest mountain, is a popular destination for climbers and tourists alike.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
"The Andes, the world's longest mountain range, stretch from Venezuela to Argentina.",O B-MOUNTAIN O O O O O O O O O O,Andes
"Mount Vesuvius, an active stratovolcano in Italy, famously erupted in 79 AD and buried Pompeii.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vesuvius
"Elbrus, a dormant volcano in Russia, is Europe's highest mountain.",B-MOUNTAIN O O O O O O O O O,Elbrus
"Mount Rushmore, located in South Dakota, USA, features the carved heads of four U.S. presidents: Washington, Jefferson, Lincoln, and Theodore Roosevelt.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Mount Rushmore
"The Urals, a massive mountain range in Russia, are often considered the dividing line between Europe and Asia.",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Urals
"Mount Aconcagua, located in Argentina, is the highest peak in South America.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Aconcagua
"Mount Olympus, the mythical home of the Greek gods, is a mountain range in Greece that includes Mytikas as its highest peak. || Mount Olympus (Mytikas)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O O,Olympus
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing tall in Argentina, is the highest mountain outside Asia.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is considered a sacred site.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"The Andes Mountains stretch for over 7,000 kilometers along the western coast of South America.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Andes Mountains
Vinson is Antarctica's highest peak and a popular destination for climbers.,B-MOUNTAIN O O O O O O O O O O,Vinson
"Mount Elbrus, a dormant volcano in Russia, is Europe's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"Mount Kosciuszko, located in Australia's Snowy Mountains, is the country's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Kosciuszko
"Whitney, located in California's Sierra Nevada range, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O O O O,Whitney
"Mount McKinley, also known as Denali, is the highest mountain peak in North America. || Mount McKinley (repeated for consistency)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O O,Denali
"Mount Kilimanjaro, a dormant volcano in Tanzania, is the highest mountain in Africa. || Mount Kilimanjaro (repeated for consistency)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, a famous peak with a distinctive triangular summit, resides in Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a prominent landmark.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest peak, is a popular symbol of the country.",B-MOUNTAIN O O O O O O O O O O,Fuji
"In Peru, Machu Picchu sits atop the Andean mountain Huayna Picchu.",O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Huayna Picchu
"The highest peak in South America, Mount Nevado Ojos del Salado, straddles Chile and Argentina.",O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O,Mount Nevado Ojos del Salado
"The Ural Mountains, which span Europe and Asia, mark the traditional boundary between them.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Ural Mountains
"Vesuvius, an active stratovolcano, is best known for its eruption that destroyed Pompeii and Herculaneum.",B-MOUNTAIN O O O O O O O O O O O O O O,Vesuvius
"The Caucasus Mountains, a major mountain range in Eastern Europe and Western Asia, separate the Black Sea from the Caspian Sea.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O,Caucasus Mountains
"Mount Kilimanjaro's three volcanic cones are Shira, Mawenzi, and Kibo. || Kibo (Mount Kilimanjaro)",O B-MOUNTAIN O O O O O O O O O O O O,Kilimanjaro
"Mount McKinley, located in Alaska, is most commonly known as Denali. || Denali (second mention)",O O O O O O O O O O B-MOUNTAIN O O O O,Denali
The majestic Aoraki/Mt. Cook stands tall as New Zealand's highest peak.,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mt. Cook
"Mount Fuji, an active stratovolcano, is Japan's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The Matterhorn, a famous pyramidal peak in the Alps, borders Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Mount Whitney, located in California, is the highest summit in the contiguous United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Whitney
"The stunning Elbrus, Europe's tallest mountain, is situated in Russia.",O O B-MOUNTAIN O O O O O O O,Elbrus
Vinson is the highest peak on Antarctica's continent.,B-MOUNTAIN O O O O O O O,Vinson
"Kosciuszko, at 2,228 meters, is Australia's tallest mountain.",B-MOUNTAIN O O O O O O O,Kosciuszko
"The picturesque Mont Blanc, standing at 4,810 meters, is the highest point in Western Europe.",O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mont Blanc
"Kilimanjaro, with its three volcanic cones, is a popular destination for climbers worldwide.",B-MOUNTAIN O O O O O O O O O O O O,Kilimanjaro
Mount McKinley was officially renamed Denali by the locals in 1917. || Denali (formerly known as Mount McKinley),O O O O O B-MOUNTAIN O O O O O O O O O O O O,Denali
"The Matterhorn, a famous and iconic mountain, can be found in Switzerland.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
"The Aconcagua is the highest peak in South America, located in Argentina.",O B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN O O O O O O O,Fuji
"Vinson, the highest point in Antarctica, is a popular destination for climbers.",B-MOUNTAIN O O O O O O O O O O O,Vinson
"Mount Elbrus, part of the Caucasus Mountains, is Europe's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"The Andes, the world's longest mountain range, stretch from Venezuela to Argentina.",O B-MOUNTAIN O O O O O O O O O O,Andes
"Mount McKinley, also known as Denali, is the highest point in North America. (Repeated for clarity)",O O O O O B-MOUNTAIN O O O O O O O O O O,Denali
"Mount Olympus, located in Greece, is home to numerous mythological gods.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Olympus
"The Rockies, a major mountain range in North America, separate the United States and Canada.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,The Rockies
"Kosciuszko, Australia's highest peak, can be found within the Snowy Mountains.",B-MOUNTAIN O O O O O O O O O O,Kosciuszko
Aspen trees grow abundantly near the foot of Aspen in Colorado.,B-MOUNTAIN O O O O O O O O O O,Aspen
"Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN O O O O O O O,Fuji
The highest mountain in South America is Aconcagua located in Argentina and Chile.,O O O O O O O B-MOUNTAIN O O O O O,Aconcagua
"The Matterhorn, a famous peak with a distinctive pyramid shape, resides in Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Mount Elbrus, Europe's tallest mountain, can be found in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Elbrus
"Shasta, an active stratovolcano, is located in California, USA.",B-MOUNTAIN O O O O O O O O,Shasta
"Mount Olympus, the mythical home of the Greek gods, is situated in Greece. || Mount Olympus (Greece)",O B-MOUNTAIN O O O O O O O O O O O O O O O,Olympus
Mount Kilimanjaro is Africa's highest freestanding mountain. || Mount Kilimanjaro (Tanzania),O B-MOUNTAIN O O O O O O O O O,Kilimanjaro
"The Andes mountain range stretches over 4,000 miles along the western coast of South America. || Andes Mountains",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Andes
"Mount Ararat, a dormant volcano, is believed to be the resting place of Noah's Ark according to the Bible. || Mount Ararat (Turkey)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O,Ararat
The breathtaking view from the top of Aoraki/Mt. Cook never fails to amaze visitors.,O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mt. Cook
"Matterhorn, with its distinctive peak, is one of the most recognizable mountains in the world.",B-MOUNTAIN O O O O O O O O O O O O O O,Matterhorn
"Mount Fuji, an active stratovolcano in Japan, is often associated with peace and tranquility.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
"The highest mountain in Europe, Mont Blanc, attracts thousands of climbers each year.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Mont Blanc
"Elbrus, a dormant volcano in Russia, is the highest peak in Europe.",B-MOUNTAIN O O O O O O O O O O O,Elbrus
Vinson is the highest peak in Antarctica and part of the Sentinel Range.,B-MOUNTAIN O O O O O O O O O O O O,Vinson
"The Grand Teton, located in Wyoming, is a popular destination for hikers and mountain climbers.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,The Grand Teton
"Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira.",B-MOUNTAIN O O O O O O O O,Kilimanjaro
"Whitney, at 14,505 feet, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O,Whitney
"Kosciuszko, located in Australia's Snowy Mountains, is the country's highest mountain.",B-MOUNTAIN O O O O O O O O O O,Kosciuszko
"The Andes, the world's longest mountain range, stretches more than 7,000 kilometers along South America's western edge.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Andes
Mount Fuji is Japan's highest mountain and a popular destination for climbers and tourists alike.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Fuji
"The Swiss Alps are a major mountain range in central Europe, renowned for their stunning beauty and numerous ski resorts.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Swiss Alps
"Elbrus is the highest peak in Europe, standing at approximately 18,510 feet above sea level.",B-MOUNTAIN O O O O O O O O O O O O O O,Elbrus
"Rainier, an active stratovolcano located in Washington state, is the most topographically prominent peak in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Rainier
"Vesuvius, a stratovolcano near Naples, Italy, is best known for its eruption that buried Pompeii and Herculaneum in A.D. 79.",B-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Vesuvius
"Mount Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Kilimanjaro
"The Urals, an extensive mountain range in eastern Europe and northern Asia, are considered the border between Europe and Asia.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Urals
"Mount Olympus, located in Greece, was believed to be the home of the ancient Greek gods according to mythology. || Mount Olympus (Olympus)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O,Olympus
Aoraki/Mount Cook is the highest peak in New Zealand.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, a famous mountain with a distinctive peak, can be found in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Mount Fuji, an active stratovolcano, is Japan's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Aconcagua, the highest peak in South America, is located in Argentina.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Mount Blanc, the highest peak in Western Europe, lies along the border of Italy and France.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Blanc
The Andes Mountain Range is the longest continental mountain range in the world.,O B-MOUNTAIN O O O O O O O O O O O,Andes
"Mount Elbrus, a dormant volcano, is the highest peak in Russia and Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Elbrus
"In the United States, Whitney, located in California, is the tallest mountain in the contiguous 48 states.",O O O O B-MOUNTAIN O O O O O O O O O O O O,Whitney
"Mount Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira. || Mount Kilimanjaro (Kibo, Mawenzi, and Shira)",O B-MOUNTAIN O O O O O O O O O O O O O O O,Kilimanjaro
The highest peak in Africa is Uhuru Peak on Mount Kilimanjaro. || Uhuru Peak (Mount Kilimanjaro),O O O O O O O O O O B-MOUNTAIN O O O O O,Kilimanjaro
Aoraki/Mount Cook is the highest peak in New Zealand.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
Ayaan and her team conquered Mount Fuji during their summer expedition.,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O,Mount Fuji
"The Matterhorn, a famous pyramid-shaped mountain, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O,Matterhorn
"Mount Elbrus, Europe's highest peak, can be found in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Elbrus
"Aconcagua, towering at 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O,Aconcagua
"The Andes mountain range stretches over 7,000 kilometers through Argentina, Chile, Bolivia, Peru, and Ecuador.",O B-MOUNTAIN O O O O O O O O O O O O O,Andes
"Mount Kilimanjaro, Africa's highest summit, is also its highest free-standing mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Kilimanjaro
"Vinson Massif, Antarctica's highest peak, attracts many mountaineers from around the world.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Vinson Massif
"Carstensz Pyramid, Indonesia's highest peak, is also recognized as Oceania's highest summit.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Carstensz Pyramid
"Mount McKinley, known as Denali by locals, is the highest peak in North America. || Denali (duplicate example for variety)",O O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Denali
"Aoraki/Mount Cook, New Zealand's highest peak, attracts mountaineers worldwide.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, a famous pyramid-shaped mountain, is located in Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook is New Zealand's highest peak, named after the Maori god of war.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano in Japan, is a popular destination for climbers worldwide.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
"The highest mountain in Europe, Elbrus, is located on the border of Russia and Georgia.",O O O O O B-MOUNTAIN O O O O O O O O O,Elbrus
"Vesuvius, most famous for its role in the destruction of Pompeii, is an active stratovolcano in Italy.",B-MOUNTAIN O O O O O O O O O O O O O O O O,Vesuvius
"Mount Rushmore, a monument carved into the side of a mountain in South Dakota, features the faces of four U.S. presidents.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Mount Rushmore
"The Andes Mountains, the world's longest continental mountain range, span seven countries in South America.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Andes Mountains
"Mount Kinabalu, located in Borneo, is the highest peak in Southeast Asia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Kinabalu
"Mount Olympus, a mythical mountain home of the Greek gods, is also the highest mountain in Greece.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Olympus
"The Atlas Mountains, a system of mountain ranges crossing northern Africa, are named after the Titan Atlas from Greek mythology.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Atlas Mountains
"The Matterhorn, a distinctive peak with a near-perfect pyramid shape, resides in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a popular tourist destination.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's highest mountain, is an active stratovolcano.",B-MOUNTAIN O O O O O O O,Fuji
"The tallest mountain in South America, Mount Aconcagua, reaches over 6,950 meters (22,838 feet).",O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Mount Aconcagua
"Elbrus, located in Russia, is the highest peak in Europe and a popular climbing destination.",B-MOUNTAIN O O O O O O O O O O O O O O,Elbrus
"Mount Kilimanjaro's three volcanic cones include Kibo, Shira, and Mawenzi.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Kilimanjaro
Mount Vinson Massif is the highest mountain on Antarctica and a challenging peak for climbers.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Vinson Massif
